sequence_id,url_id,url,frame_start,frame_end,sequence_duration,source_id,source,l1_pose_id,l1_pose,l2_pose_id,l2_pose,l3_pose_id,l3_pose,collector_id,split
1015,1219,https://www.youtube.com/watch?v=1DRPhEroL28,193,196,3,1662,Healing TV,1,standing,11,standing-straight,101,mountain,3,train
1016,5503,https://www.youtube.com/watch?v=z2dkcapvTX8,628,630,2,1262,Blue Aster,1,standing,11,standing-straight,101,mountain,3,train
1017,3858,https://www.youtube.com/watch?v=nIFZtO4WC9Y,88,90,2,1352,Clayton Keshava Horton,1,standing,11,standing-straight,101,mountain,3,train
1018,4991,https://www.youtube.com/watch?v=VNa23qNl-qA,114,117,3,1819,JuJu healing Music&Yoga주주힐링,1,standing,11,standing-straight,101,mountain,3,train
1020,3598,https://www.youtube.com/watch?v=LStw65qaxjc,348,352,4,1411,Dhyatr_life,1,standing,11,standing-straight,101,mountain,3,train
1021,4998,https://www.youtube.com/watch?v=voSwekQjGis,219,224,5,1971,Maeum Yoga,1,standing,11,standing-straight,101,mountain,3,test
1022,2796,https://www.youtube.com/watch?v=gDCd2bxVCho,89,91,2,2040,Michelle Weinhofen,1,standing,11,standing-straight,101,mountain,3,train
1023,1231,https://www.youtube.com/watch?v=1KZH-xlk8Rs,433,435,2,2372,Sang Hyun BYUN,1,standing,11,standing-straight,101,mountain,3,train
1024,1816,https://www.youtube.com/watch?v=9tb2SynbVXQ,1227,1230,3,3279,강가요가,1,standing,11,standing-straight,101,mountain,3,test
1025,4017,https://www.youtube.com/watch?v=ONtiufJuIh4,6,9,3,3279,강가요가,1,standing,11,standing-straight,101,mountain,3,test
1026,3706,https://www.youtube.com/watch?v=mKeLJ_HEMXs,1580,1584,4,3370,요가소년,1,standing,11,standing-straight,101,mountain,3,train
1027,4783,https://www.youtube.com/watch?v=U1HeYNC28O4,80,83,3,3370,요가소년,1,standing,11,standing-straight,101,mountain,3,train
1028,3361,https://www.youtube.com/watch?v=kC6VdAuYlCw,518,520,2,3363,요가갱 YogaGang,1,standing,11,standing-straight,101,mountain,3,test
1029,2304,https://www.youtube.com/watch?v=D4NrsG90qcI,208,212,4,3147,yogaline,1,standing,11,standing-straight,101,mountain,3,train
1030,3602,https://www.youtube.com/watch?v=LTE3KuOfdAw,826,828,2,3148,yogamanaaum,1,standing,11,standing-straight,101,mountain,3,train
1031,5428,https://www.youtube.com/watch?v=yNHoh1As-zA,117,120,3,3267,Zoë Sipes,1,standing,11,standing-straight,101,mountain,3,train
1032,5327,https://www.youtube.com/watch?v=XzKxrILKo-8,114,117,3,3311,민광Ashtanga,1,standing,11,standing-straight,101,mountain,3,train
1033,2476,https://www.youtube.com/watch?v=e861NV3ozS8,145,148,3,1766,Jason Scott,1,standing,11,standing-straight,101,mountain,3,train
1034,3773,https://www.youtube.com/watch?v=Myk53CzOdQ8,53,55,2,1766,Jason Scott,1,standing,11,standing-straight,101,mountain,3,train
1035,2249,https://www.youtube.com/watch?v=csQwqm3DvVo,412,417,5,1795,Jessica Richburg,1,standing,11,standing-straight,101,mountain,3,train
1036,5355,https://www.youtube.com/watch?v=y6VmoffnH-g,467,471,4,1861,KinoYoga,1,standing,11,standing-straight,101,mountain,3,test
1037,3036,https://www.youtube.com/watch?v=hW9mu7rEfQ4,153,156,3,1884,LarugaYoga,1,standing,11,standing-straight,101,mountain,3,test
1038,3822,https://www.youtube.com/watch?v=nC458Em6o5I,217,220,3,1942,longevidade.yoga,1,standing,11,standing-straight,101,mountain,3,train
1039,1567,https://www.youtube.com/watch?v=6LDzyzKnyK8,127,131,4,3356,에일린 mind yoga,1,standing,11,standing-straight,101,mountain,3,train
1040,2111,https://www.youtube.com/watch?v=BvABXAW8Un0,185,190,5,3356,에일린 mind yoga,1,standing,11,standing-straight,101,mountain,3,train
1041,3777,https://www.youtube.com/watch?v=mZ2n8DIuClg,26,32,6,3356,에일린 mind yoga,1,standing,11,standing-straight,101,mountain,3,train
1042,4894,https://www.youtube.com/watch?v=uxd5VTpQMDA,117,120,3,3356,에일린 mind yoga,1,standing,11,standing-straight,101,mountain,3,train
1043,5088,https://www.youtube.com/watch?v=Wcmsy2WAy0s,70,75,5,3356,에일린 mind yoga,1,standing,11,standing-straight,101,mountain,3,train
1044,5343,https://www.youtube.com/watch?v=Y3NYG50oAvE,583,586,3,3356,에일린 mind yoga,1,standing,11,standing-straight,101,mountain,3,train
1045,5451,https://www.youtube.com/watch?v=yRt8toKJvkg,625,629,4,3356,에일린 mind yoga,1,standing,11,standing-straight,101,mountain,3,train
1046,1410,https://www.youtube.com/watch?v=4aUYMA_4wM8,74,76,2,3311,민광Ashtanga,1,standing,11,standing-straight,101,mountain,3,test
1047,1956,https://www.youtube.com/watch?v=axC3n6tIxoM,416,419,3,3311,민광Ashtanga,1,standing,11,standing-straight,101,mountain,3,train
1048,2746,https://www.youtube.com/watch?v=fYt62QuJGTo,230,235,5,3311,민광Ashtanga,1,standing,11,standing-straight,101,mountain,3,train
1049,2874,https://www.youtube.com/watch?v=gVsXR_8kpSk,212,216,4,3311,민광Ashtanga,1,standing,11,standing-straight,101,mountain,3,train
1050,1603,https://www.youtube.com/watch?v=70Ia1WBYFlc,184,186,2,2109,Natalie - Roaming Yogi,1,standing,11,standing-straight,101,mountain,3,train
1051,1947,https://www.youtube.com/watch?v=AVqev3Lpas8,165,168,3,2267,Puzzle Fit,1,standing,11,standing-straight,101,mountain,3,train
1052,2617,https://www.youtube.com/watch?v=f2DA84gu10g,404,406,2,2267,Puzzle Fit,1,standing,11,standing-straight,101,mountain,3,train
1053,3183,https://www.youtube.com/watch?v=iY7LaCQM8_c,162,167,5,2447,Shiva Sampurna,1,standing,11,standing-straight,101,mountain,3,train
1054,5555,https://www.youtube.com/watch?v=zidmxlIy2B4,121,123,2,2460,Shrimad Rajchandra Mission Dharampur,1,standing,11,standing-straight,101,mountain,3,train
1055,3188,https://www.youtube.com/watch?v=IyQuAJgpozs,126,128,2,2467,Sigismondi,1,standing,11,standing-straight,101,mountain,3,train
1056,3324,https://www.youtube.com/watch?v=K-s4IIxVBc8,64,70,6,2467,Sigismondi,1,standing,11,standing-straight,101,mountain,3,train
1057,1952,https://www.youtube.com/watch?v=aWQKXPcXspg,134,138,4,2498,sonal sharma yoga,1,standing,11,standing-straight,101,mountain,3,train
1058,5052,https://www.youtube.com/watch?v=VzglQhZ_qjQ,92,94,2,2648,ToASH YOGA,1,standing,11,standing-straight,101,mountain,3,train
1059,2020,https://www.youtube.com/watch?v=bDap-EkF76E,104,107,3,2775,YejiYoga예지요가,1,standing,11,standing-straight,101,mountain,3,train
1060,4243,https://www.youtube.com/watch?v=Q94V5KHAlBs,84,87,3,2775,YejiYoga예지요가,1,standing,11,standing-straight,101,mountain,3,train
1061,1469,https://www.youtube.com/watch?v=5-yUfAlTTdA,1610,1613,3,2777,YeonJoo Yoga,1,standing,11,standing-straight,101,mountain,3,test
1062,1852,https://www.youtube.com/watch?v=aABVXGMpOIE,361,363,2,2862,Yoga Dose,1,standing,11,standing-straight,101,mountain,3,train
1063,1054,https://www.youtube.com/watch?v=_YyTLvRszz8,22,25,3,3326,섬마을 요가원,1,standing,11,standing-straight,101,mountain,3,train
1064,2215,https://www.youtube.com/watch?v=Ckfy_Kx3Xx4,847,849,2,3001,Yoga with Down Dog,1,standing,11,standing-straight,101,mountain,3,train
1065,2851,https://www.youtube.com/watch?v=gsbiE3lseIA,715,720,5,3089,Yoga with Uliana,1,standing,11,standing-straight,101,mountain,3,train
1066,1125,https://www.youtube.com/watch?v=-u4sgoB70Mk,59,67,8,3370,요가소년,1,standing,11,standing-straight,101,mountain,3,train
1067,2696,https://www.youtube.com/watch?v=fLRZJHlk7nE,496,501,5,3370,요가소년,1,standing,11,standing-straight,101,mountain,3,train
1068,2813,https://www.youtube.com/watch?v=gHcpJv9E0x4,158,161,3,3370,요가소년,1,standing,11,standing-straight,101,mountain,3,test
1069,3578,https://www.youtube.com/watch?v=LOjBAKNqmlM,908,912,4,3370,요가소년,1,standing,11,standing-straight,101,mountain,3,train
1070,4719,https://www.youtube.com/watch?v=TptsloulelU,235,242,7,3370,요가소년,1,standing,11,standing-straight,101,mountain,3,train
1071,5039,https://www.youtube.com/watch?v=VwEbafys-as,1079,1082,3,3370,요가소년,1,standing,11,standing-straight,101,mountain,3,test
1072,5196,https://www.youtube.com/watch?v=X0gONGhvalc,102,106,4,3370,요가소년,1,standing,11,standing-straight,101,mountain,3,train
1073,2504,https://www.youtube.com/watch?v=EeVYWJMt8mA,103,105,2,3296,누기의 요가하고 프다하기,1,standing,11,standing-straight,101,mountain,3,train
1074,3710,https://www.youtube.com/watch?v=ml1LDFPvapk,1178,1180,2,3300,데이브 요가 스튜디오,1,standing,11,standing-straight,101,mountain,3,train
1075,1721,https://www.youtube.com/watch?v=8HG22XHYQZs,123,125,2,3301,돕요가DOPEYOGA,1,standing,11,standing-straight,101,mountain,3,train
1076,3145,https://www.youtube.com/watch?v=ILtYH8xebTc,52,58,6,3306,려경요가 RK yoga,1,standing,11,standing-straight,101,mountain,3,test
1077,5235,https://www.youtube.com/watch?v=XecIqAetw_I,1042,1045,3,3306,려경요가 RK yoga,1,standing,11,standing-straight,101,mountain,3,train
1078,3739,https://www.youtube.com/watch?v=MsNzBXn9NoU,108,112,4,3316,베파요가(VEPA YOGA),1,standing,11,standing-straight,101,mountain,3,train
1079,5172,https://www.youtube.com/watch?v=WuUizklYu3g,863,866,3,3320,비하요가 ,1,standing,11,standing-straight,101,mountain,3,train
1080,1946,https://www.youtube.com/watch?v=AVpSqrReQb4,331,333,2,3325,서리요가seoriyoga,1,standing,11,standing-straight,101,mountain,3,train
1081,2153,https://www.youtube.com/watch?v=C7MxRFfMTc4,920,922,2,3325,서리요가seoriyoga,1,standing,11,standing-straight,101,mountain,3,train
1082,3448,https://www.youtube.com/watch?v=kTUd6WFUN3w,25,29,4,3325,서리요가seoriyoga,1,standing,11,standing-straight,101,mountain,3,train
1083,3722,https://www.youtube.com/watch?v=MpQlcMWfKHw,365,370,5,3325,서리요가seoriyoga,1,standing,11,standing-straight,101,mountain,3,train
1084,3940,https://www.youtube.com/watch?v=nZcba-v2iiA,203,206,3,3325,서리요가seoriyoga,1,standing,11,standing-straight,101,mountain,3,train
1085,3952,https://www.youtube.com/watch?v=O4M6lZVxsxc,824,826,2,3325,서리요가seoriyoga,1,standing,11,standing-straight,101,mountain,3,train
1086,4010,https://www.youtube.com/watch?v=oM6mi_CphZc,730,733,3,3325,서리요가seoriyoga,1,standing,11,standing-straight,101,mountain,3,train
1087,4382,https://www.youtube.com/watch?v=Rd2CZUUOPIs,90,95,5,3325,서리요가seoriyoga,1,standing,11,standing-straight,101,mountain,3,train
1088,5061,https://www.youtube.com/watch?v=w1kokoCVOB0,93,95,2,3325,서리요가seoriyoga,1,standing,11,standing-straight,101,mountain,3,train
1089,3924,https://www.youtube.com/watch?v=nVLeZrRCSHw,282,283,1,3332,소은 담은 요가,1,standing,11,standing-straight,101,mountain,3,train
1090,4123,https://www.youtube.com/watch?v=PCTkYA345ek,1537,1544,7,3333,숨 쉬는 고래,1,standing,11,standing-straight,101,mountain,3,train
1091,1679,https://www.youtube.com/watch?v=7WK22ASTJwE,163,168,5,3337,"스와라요가, SWARA YOGA",1,standing,11,standing-straight,101,mountain,3,train
1092,4999,https://www.youtube.com/watch?v=VoYmG2PVWCs,182,184,2,3338,스타핫요가,1,standing,11,standing-straight,101,mountain,3,test
1093,1900,https://www.youtube.com/watch?v=ANKVaW00yKs,379,384,5,3341,써니ONE,1,standing,11,standing-straight,101,mountain,3,train
1094,3189,https://www.youtube.com/watch?v=iyXXJciINJs,215,219,4,3345,아쉬탕가 요가 코리아 AYK,1,standing,11,standing-straight,101,mountain,3,train
1095,4868,https://www.youtube.com/watch?v=URRbNxpzH2s,19,22,3,3345,아쉬탕가 요가 코리아 AYK,1,standing,11,standing-straight,101,mountain,3,train
1096,1483,https://www.youtube.com/watch?v=58IrsBa9tiI,95,108,13,3347,아영황,1,standing,11,standing-straight,101,mountain,3,train
1097,2382,https://www.youtube.com/watch?v=DmpbiXsOOpg,501,503,2,3355,에이핏 afit,1,standing,11,standing-straight,101,mountain,3,train
1098,4025,https://www.youtube.com/watch?v=OoXn6xDvFys,162,164,2,3365,요가그릿LIVE Studio,1,standing,11,standing-straight,101,mountain,3,train
1099,1021,https://www.youtube.com/watch?v=_dR3sD3OyuA,72,75,3,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,train
1100,1388,https://www.youtube.com/watch?v=3vthEKrIlAg,1527,1530,3,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,train
1101,1937,https://www.youtube.com/watch?v=AUsu034VDZE,320,324,4,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,train
1102,1955,https://www.youtube.com/watch?v=ax0iBsXh0B4,374,378,4,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,train
1103,2117,https://www.youtube.com/watch?v=BwtiZGOwRZ0,135,137,2,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,train
1104,3136,https://www.youtube.com/watch?v=IJMioSrBCJc,759,762,3,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,train
1105,3391,https://www.youtube.com/watch?v=KIkRsfUYhoc,1320,1324,4,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,train
1106,3508,https://www.youtube.com/watch?v=l8LasozYj8w,90,94,4,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,train
1107,3974,https://www.youtube.com/watch?v=ocxw3l3fmzU,296,299,3,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,train
1108,4065,https://www.youtube.com/watch?v=OVN0AK2iKgI,657,660,3,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,test
1109,4390,https://www.youtube.com/watch?v=Rf-hBBJT9AY,631,634,3,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,train
1110,4582,https://www.youtube.com/watch?v=SPl8SZS16TM,512,515,3,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,test
1111,4709,https://www.youtube.com/watch?v=tnYuUf8B_Do,513,515,2,3367,요가바이은,1,standing,11,standing-straight,101,mountain,3,train
1112,1059,https://www.youtube.com/watch?v=-1pTKGclctM,43,45,2,3369,요가선생,1,standing,11,standing-straight,101,mountain,3,train
1113,2913,https://www.youtube.com/watch?v=h5i7Vyn-mMw,222,226,4,3369,요가선생,1,standing,11,standing-straight,101,mountain,3,train
1114,3236,https://www.youtube.com/watch?v=jf9SyPfr8gY,238,243,5,3369,요가선생,1,standing,11,standing-straight,101,mountain,3,train
1115,3383,https://www.youtube.com/watch?v=kGYjAdwVj0Y,43,46,3,3369,요가선생,1,standing,11,standing-straight,101,mountain,3,train
1116,4574,https://www.youtube.com/watch?v=sMfu7aXd_jU,236,240,4,3369,요가선생,1,standing,11,standing-straight,101,mountain,3,train
1118,1135,https://www.youtube.com/watch?v=-ynplKRVTNI,14,18,4,3372,요가은YoGaEun,1,standing,11,standing-straight,101,mountain,3,train
1119,1895,https://www.youtube.com/watch?v=amnEtyYQMsU,93,96,3,3373,요가자매,1,standing,11,standing-straight,101,mountain,3,train
1120,1210,https://www.youtube.com/watch?v=18ZA4LRTcHU,1042,1044,2,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1121,1320,https://www.youtube.com/watch?v=2UCZDpSS-0Y,597,600,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,test
1122,1348,https://www.youtube.com/watch?v=3FEGMVMIHKE,1027,1034,7,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1123,1419,https://www.youtube.com/watch?v=4eKXK-qOk4I,925,928,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1124,1641,https://www.youtube.com/watch?v=7kii_ldSIFY,2343,2346,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1125,1724,https://www.youtube.com/watch?v=8I5Tq_ULFQI,527,530,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1126,2207,https://www.youtube.com/watch?v=cjALc7gvjUY,1021,1024,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,test
1127,2334,https://www.youtube.com/watch?v=DeDfP9Wvbio,972,975,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1128,2459,https://www.youtube.com/watch?v=E1mKbzxiLSk,865,867,2,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1129,2737,https://www.youtube.com/watch?v=fWeoZtQUXQA,429,434,5,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1130,2984,https://www.youtube.com/watch?v=HnCIUvVDeCk,710,713,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1131,3033,https://www.youtube.com/watch?v=HvrEcTeJD7E,930,933,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1132,3293,https://www.youtube.com/watch?v=JTbZ0Af0jQw,690,694,4,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1133,3472,https://www.youtube.com/watch?v=KyAf1r7inAk,560,569,9,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1134,3480,https://www.youtube.com/watch?v=l_sRYnaDRI0,92,95,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1135,3780,https://www.youtube.com/watch?v=mziJgkNz_GM,543,546,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1136,3787,https://www.youtube.com/watch?v=n0W_ty6IcLE,707,711,4,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1137,4215,https://www.youtube.com/watch?v=PyGenob_fdA,1111,1115,4,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1138,4380,https://www.youtube.com/watch?v=Rd0hYLzvEjs,601,604,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,test
1139,4387,https://www.youtube.com/watch?v=rEiUTn3jXHs,606,609,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1140,4488,https://www.youtube.com/watch?v=s2sxhwwczco,957,967,10,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,test
1141,4610,https://www.youtube.com/watch?v=sU4QPuNqlBI,280,282,2,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1142,4795,https://www.youtube.com/watch?v=U8OPazEJL3o,2867,2871,4,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,test
1143,5009,https://www.youtube.com/watch?v=Vq_FHGohy6w,941,944,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1144,5045,https://www.youtube.com/watch?v=VXqc3nnIN24,855,857,2,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1145,5126,https://www.youtube.com/watch?v=wl6qu53a6ig,405,408,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1146,5153,https://www.youtube.com/watch?v=WRbrVBvyXXo,1506,1509,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1147,5603,https://www.youtube.com/watch?v=zsX5eUnRDes,758,760,2,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1148,5641,https://www.youtube.com/watch?v=ZYOSMvnvosw,391,394,3,3375,요가중독욱쌤,1,standing,11,standing-straight,101,mountain,3,train
1149,2529,https://www.youtube.com/watch?v=EKaxj0lizOk,40,44,4,3379,요기쿤스트,1,standing,11,standing-straight,101,mountain,3,test
1150,4305,https://www.youtube.com/watch?v=qRaMqFEmdFg,54,57,3,3379,요기쿤스트,1,standing,11,standing-straight,101,mountain,3,test
1151,3259,https://www.youtube.com/watch?v=jjVshXMYMKk,80,85,5,3384,이레요가필라테스,1,standing,11,standing-straight,101,mountain,3,train
1152,3742,https://www.youtube.com/watch?v=MtA9XILs9oI,42,46,4,3392,조이요가Zoey Yoga,1,standing,11,standing-straight,101,mountain,3,test
1153,1797,https://www.youtube.com/watch?v=9J4GV-IXTbc,399,404,5,3395,지은요가,1,standing,11,standing-straight,101,mountain,3,train
1154,2383,https://www.youtube.com/watch?v=dMPFqxx-ook,104,107,3,3395,지은요가,1,standing,11,standing-straight,101,mountain,3,train
1155,2884,https://www.youtube.com/watch?v=GXPQjmUo_eU,47,49,2,3395,지은요가,1,standing,11,standing-straight,101,mountain,3,train
